Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/05  23:00:00,56.7191612935,6.68341062296,13.3617795605,0.0,17.4250845679,11.7056064465,5.77100099269,0.0,0.0,5.77100099269
 08/05  24:00:00,48.9380591361,6.51092013814,11.9808249825,0.0,12.8411359301,10.0650221343,0.02,0.0,0.0,0.02
 08/06  01:00:00,47.9418512596,6.3938108767,10.983335935,0.0,12.925468867,10.100111941,5.75376676862,0.0,0.0,5.75376676862
 08/06  02:00:00,41.9664025599,6.24288073121,9.77786311059,0.0,8.34152022915,10.0650221343,0.02,0.0,0.0,0.02
 08/06  03:00:00,41.3296472106,6.1709483015,9.21303177027,0.0,8.34152022915,10.0650221343,5.75335727223,0.0,0.0,5.75335727223
 08/06  04:00:00,42.49364693,6.12071032774,8.82074370402,0.0,8.34152022915,11.6705166398,0.02,0.0,0.0,0.02
 08/06  05:00:00,46.4420375684,6.08381893243,8.64779344084,0.0,8.80141237637,15.3678112995,5.76239475894,0.0,0.0,5.76239475894
 08/06  06:00:00,60.4485114893,6.26958069799,10.0280679679,0.0,18.5082010057,25.6353820695,5.77014320673,0.0,0.0,5.77014320673
 08/06  07:00:00,80.4018375523,6.65777912433,13.138810658,0.0,19.4926561212,41.1001056674,11.5650361418,0.0,0.0,11.5650361418
 08/06  08:00:00,110.383007997,7.1601910038,18.8605009643,0.0,26.3286599382,57.9988325916,23.4805803785,0.0,0.0,23.4805803785
 08/06  09:00:00,97.4298892329,6.97820346643,21.3623843935,0.0,26.2443270014,42.8153538416,41.4162510701,0.0,18.025,23.3912510701
 08/06  10:00:00,70.615705124,6.6022828909,18.7984874124,0.0,21.7447113004,23.4437158914,41.3657433666,0.0,18.025,23.3407433666
 08/06  11:00:00,68.0740029207,6.60193012825,18.6590166759,0.0,19.3449162599,23.4437158914,35.5064812944,0.0,18.025,17.4814812944
 08/06  12:00:00,69.4242135997,6.67960906555,19.7892239333,0.0,19.190480192,23.7425572507,35.4787217142,0.0,18.025,17.4537217142
 08/06  13:00:00,71.8123827421,6.78098859262,22.0498900071,0.0,19.260583323,23.698576057,35.4774008481,0.0,18.025,17.4524008481
 08/06  14:00:00,72.4942676164,6.83564865054,22.6771151498,0.0,19.260583323,23.698576057,29.6670478091,0.0,18.025,11.6420478091
 08/06  15:00:00,71.6020249903,6.84814261485,22.0623291003,0.0,19.260583323,23.4086260847,35.4787903993,0.0,18.025,17.4537903993
 08/06  16:00:00,74.2995977958,6.81933182462,20.3374161876,0.0,19.260583323,27.8781056672,23.7828304199,0.0,18.025,5.75783041988
 08/06  17:00:00,80.2688098888,6.94606666228,17.5574947328,0.0,18.1807569449,37.5792895564,5.76223376059,0.0,0.0,5.76223376059
 08/06  18:00:00,94.6830625061,7.20100649422,17.8233118605,0.0,32.6059821062,37.0465235296,5.76640560518,0.0,0.0,5.76640560518
 08/06  19:00:00,97.3306036837,7.31835107858,18.2385765481,0.0,36.8143715336,33.066984531,5.77482759413,0.0,0.0,5.77482759413
 08/06  20:00:00,109.473295887,7.48731439024,19.2008013124,0.0,36.43363367,38.8072253906,5.77416700893,0.0,0.0,5.77416700893
 08/06  21:00:00,106.563125615,7.44539283044,18.6892656416,0.0,36.0963922311,36.7877557581,5.77520740403,0.0,0.0,5.77520740403
 08/06  22:00:00,81.726805179,7.01876645126,15.5999993097,0.0,30.9507766546,20.6087787026,11.5642108439,0.0,0.0,11.5642108439
 08/06  23:00:00,55.9684814636,6.5992078083,12.6953021364,0.0,17.4250845679,11.7056064465,5.77084619574,0.0,0.0,5.77084619574
 08/06  24:00:00,48.0976048742,6.4092871263,11.1225814181,0.0,12.925468867,10.100111941,0.02,0.0,0.0,0.02
 08/07  01:00:00,43.5413981396,6.23302124327,9.62257456509,0.0,10.0992000411,10.047477231,5.75366017061,0.0,0.0,5.75366017061
 08/07  02:00:00,40.2772661505,6.08715366951,8.3638766926,0.0,8.25718729233,10.0299323277,0.0417906436913,0.0217906436913,0.0,0.02
 08/07  03:00:00,39.3912036873,5.99546713939,7.56949253276,0.0,8.25718729233,10.0299323277,5.92672611632,0.172949838337,0.0,5.75377627798
 08/07  04:00:00,40.4615469525,5.93609261473,7.09268407092,0.0,8.25718729233,11.6354268332,0.307942481308,0.287942481308,0.0,0.02
 08/07  05:00:00,48.2357940327,5.95537192586,7.26819935899,0.0,12.1011305571,15.3678112995,6.05407681734,0.283268360764,0.0,5.77080845657
 08/07  06:00:00,74.8417567299,6.51635605439,11.3212562162,0.0,19.7275818095,37.2640762949,11.6062239677,0.0422150054611,0.0,11.5640089623
